title,email,state,searchString,website,phoneUnformatted,address
special Dentinart,,İstanbul,diş hekimleri,http://www.dentinart.com.tr/,902128540467.0,"Cumhuriyet Mah. Beyzade Cad. Keleş Plaza, No:1 Kat:3, 34500 Büyükçekmece/İstanbul, Türkiye"
MEDAY DİŞ Ağız ve Diş Sağlığı Polikliniği DT. ONUR TAŞ DT.AYŞEGÜL ÇİÇEKCİ (İmplant-Zirkonyum-Lamine-Kanal Tedavisi-Pedodonti),medaydisklinik@gmail.com,İstanbul,diş hekimleri,https://www.medaydisklinigi.com/,902128556040.0,"Adnan Kahveci, Kuşdili Cd. no:7/8, 34528 Beylikdüzü/İstanbul, Türkiye"
"Dt. Bahar Gürkan Aras, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/bahar-gurkan/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=144956&utm_content=website,,"Özel Bahçeşehir Ağız ve Diş Sağlığı Polikliniği, Bahçeşehir 2. kısım mah Avni akyol bulvarı Sofa Bahçeşehir sitesi, No:7/4, 34488 İstanbul, Türkiye"
Beylikdüzü Floradent Diş Kliniği,info@floradent.com; ekolbazozelsaglik@hs03.kep.tr; ozelbeykentflora@hs01.kep.t,İstanbul,diş hekimleri,https://www.floradent.com/,902128561009.0,"Pınartepe, Yavuz Sultan Selim Blv. A1 Blok Apt. No: 34, 34500 Beylikdüzü/İstanbul, Türkiye"
"Dt. Çağatay Aslan, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/cagatay-aslan/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=151220&utm_content=website,908503338344.0,"Atakent, Halkalı Altınşehir İstanbul Cd D:kat 2, 34307 İstanbul, Türkiye"
T.C. Sağlık Bakanlığı Beylikdüzü Ağız ve Dış Sağlığı Merkezi Esenyurt Diş Tedavi Protez Merkezi,selin.erdem@saglik.gov.tr; istanbul.adsm4@saglik.gov.tr; sb@hs01.kep.tr; bilgiguvenligi@saglik.gov.tr,İstanbul,diş hekimleri,"http://beylikduzuadsm.saglik.gov.tr/TR,12434/esenyurt-dis-tedavi-ve-protez-merkezi.html",,"Sultaniye, Sıdıka Cebecioğlu Sk. No:7, 34510 Esenyurt/İstanbul, Türkiye"
Mesa Diş,destek@natro.com,İstanbul,diş hekimleri,http://www.ahmetfehmibayrakli.com/,905325258740.0,"Güvercintepe, Ahmet Yesevi Cd. No:1 No: 7, 34306 Başakşehir/İstanbul, Türkiye"
Dr. Fatih Genceroğlu,info@fatihgenceroglu.com,İstanbul,diş hekimleri,http://www.fatihgenceroglu.com/,905071349090.0,"Bahçeşehir 1. Kısım, Vali Recep Yazıcıoǧlu Cd No:32, 34488 Başakşehir/İstanbul, Türkiye"
DR EBRU GÜNER BAŞCI,filler@godaddy.com,İstanbul,diş hekimleri,http://ebrugunerbasci.com/,905423278347.0,"Bahçeşehir 2. Kısım, Ahmet Taner Kışlalı Blv No:3/1, 34538 Başakşehir/İstanbul, Türkiye"
"Dr. Dt. Abbascan Kortmaz, Ağız Diş Ve Çene Cerrahisi",iletisim@docplanner.com; user@domain.com.; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/abbascan-kortmaz/agiz-dis-ve-cene-cerrahisi-dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=135872&utm_content=website,,"Bahçeşehir 1. Kısım, Doğa Parkı Cd No:13 D:15FI, 34488 Başakşehir/İstanbul, Türkiye"
"Dr. Dt. Meltem Gelgin, Diş Hekimi",iletisim@docplanner.com; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/meltem-gelgin/dis-hekimi-ortodonti/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=256055&utm_content=website,,"Bahçeşehir 1. Kısım, Doğa Parkı Cd No:13 D:15FI, 34488 Başakşehir/İstanbul, Türkiye"
"Dt. Ali Erdoğan, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/ali-erdogan-6/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=146086&utm_content=website,,"Atakent, Rota Ofis, 221. Sk No: 3/37, 34307 Küçükçekmece/İstanbul, Türkiye"
Dentline,,İstanbul,diş hekimleri,http://www.dentlineklinik.com/en/iletisim,902128761646.0,"Fatih, 876. Sk. 16 46 D:47, 34513 Beylikdüzü/İstanbul, Türkiye"
Özel Dent Gardenya Ağız ve Diş Sağlığı Polikliniği,,İstanbul,diş hekimleri,http://www.dentgardenya.com/,902128560800.0,"Adnan Kahveci, Yavuz Sultan Selim Blv. NO:4/C D:74, 34528 Beylikdüzü/İstanbul, Türkiye"
Diş Marmara Beylikdüzü Ağız Ve Diş Sağlığı Polikliniği,info@dismarmara.com; anlasmalikurumlar@dismarmara.com,İstanbul,diş hekimleri,http://www.dismarmara.com/,902128093130.0,"Adnan Kahveci, Anadolu Cd. C3 no 32/2 iç kapı no 7, 34258 Beylikdüzü/İstanbul, Türkiye"
YÜCELER Ağız ve Diş Sağlığı Polikliniği Büyükçekmece,bilgi@yucelerdis.com,İstanbul,diş hekimleri,https://www.yucelerdis.com/,902124000013.0,"19 MAYIS MAH. D-100 KARAYOLU CAD. NO:1087 D, 34500 Büyükçekmece/İstanbul, Türkiye"
Melit Dent Ağız ve Diş Sağlığı Polikliniği,,İstanbul,diş hekimleri,http://melitdent.com/,905066211644.0,"Piri Reis, Necip Fazıl Kısakürek Cd No:4 D:1F, 34515 Esenyurt/İstanbul, Türkiye"
Dent Akdeniz Şifa Diş Sağlığı Merkezi,akdenizsifadis@gmail.com; info@dentakdenizsifa.com; info@akdenizsifadis.com,İstanbul,diş hekimleri,https://www.dentakdenizsifa.com/,905306377307.0,"Fatih Mahallesi Turgut Özal Bulvarı, Bağ bölge No:17 A2 no 37/e, 34500 Büyükçekmece/İstanbul, Türkiye"
Doç. Dr. Serhat Demirer (Periodontoloji - Diş Eti Hastalıkları Uzmanı),info@dentorial.com.tr; info@dentsolo.com,İstanbul,diş hekimleri,https://dentsolo.com/,905067772577.0,"Mimar Sinan, Emiroğlu Cd. No:24/A, 34950 Tuzla/İstanbul, Türkiye"
Dr Nalan ERDOĞAN AKDEMİR,homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/nalan-erdogan-akdemir/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=225764&utm_content=url_appointment,902126443501.0,"Abdurrahman Nafiz Gürman, Kınalıtepe Sk. Akgün Apartman No: 53 D: 2-3, 34173 Güngören/İstanbul, Türkiye"
Dis Hekimi Gulden Mut,soru@dentarose.com,İstanbul,diş hekimleri,http://www.dentarose.com/,902126218911.0,"Molla Gürani mahallesi Oğuzhan Cad. Erseven Sok. No:3D:2, 34093 Fatih/İstanbul, Türkiye"
Diş Hekimi Volkan TURAN,istanbul@incesmile.com; acipayam@incesmile.com; info@incesmile.com; denizli@incesmile.com,İstanbul,diş hekimleri,https://incesmile.com/,905302551595.0,"Mollagürani Mahallesi Turgut Özal Millet Caddesi, Fındıkzade Sokağı No: 98b, 34093 Fatih/İstanbul, Türkiye"
Diş Hekimi Melda Akpınar,lab@baliklirum.com.tr; info@baliklirum.com; gamze.kesici@baliklirum.com.tr; name@domain.com; radyoloji@baliklirum.com.tr; melda.akpinar@baliklirum.com.tr,İstanbul,diş hekimleri,https://www.baliklirum.com.tr/profile/dt-melda-akpinar/,905322329784.0,"Kazlıçeşme, Balıklı Rum Hst. Vakfı, 34020 Zeytinburnu/İstanbul, Türkiye"
Cedent Ağız ve Diş Sağlığı Polikliniği | Cerrahpaşa | 7/24 Açık,,İstanbul,diş hekimleri,https://www.cedent.com.tr/,902125304848.0,"Aksaray, Cerrahpaşa, Yokuş Çeşmesi Sk. No:58, 34096 Fatih/İstanbul, Türkiye"
Özel Çapa Ortodonti Diş Polikliniği,info@capaortodonti.com,İstanbul,diş hekimleri,https://www.capaortodonti.com/,902125872424.0,"Şehremini, Deniz Abdal Cami Sk. No:23 / A, 34104 Fatih/İstanbul, Türkiye"
ElsaDENT Ağız Ve Diş Sağlığı Polikliniği,info@elsadent.com,İstanbul,diş hekimleri,https://www.elsadent.com/,905337147010.0,"FATİH MAH. ADNAN KAHVECİ CAD 10:A, 34500 Büyükçekmece/İstanbul, Türkiye"
Esnan Ağız ve Diş Sağlığı Merkezi - Sultangazi Şubesi,esenler@esnan.com.tr; skyland@esnan.com.tr; topkapi@esnan.com.tr; esnan@esnan.com.tr; esnan@hs01.kep.tr,İstanbul,diş hekimleri,https://www.esnandentalclinics.com/,902126673535.0,"Sultançiftliği, Eski Edirne Asf. No:577 K:1, 34265 Sultangazi/İstanbul, Türkiye"
"Dt. Hilal Yıldız Yüksel, Estetik Diş Hekimi",hilalyildizyuksel@gmail.com,İstanbul,diş hekimleri,https://www.hilalyildizyuksel.net/,,"Barbaros Hayrettinpaşa, Eski Edirne Asf. no:322/A, 34250 Gaziosmanpaşa/İstanbul, Türkiye"
Hausdent Ağız ve Diş Sağlığı Polikliniği,mail@gmail.com; mail@domain.com; mail@mail.com,İstanbul,diş hekimleri,http://hausdent.com.tr/,905548800599.0,"Cebeci, Eski Edirne Asf. No:686 Kat: 2 Daire:7, 34270 Sultangazi/İstanbul, Türkiye"
Temadent Ağız ve Diş Sağlığı Polikliniği,engitech@mail.com; info@temadent.com.tr,İstanbul,diş hekimleri,http://www.temadent.com.tr/,902126502255.0,"75. Yıl, İsmet Paşa Cd. No:30/A, 34000 Sultangazi/İstanbul, Türkiye"
Özel Dükel Ağız Ve Diş Sağlığı Polikliniği,info@yoursite.com; info@dukeldis.com.tr,İstanbul,diş hekimleri,https://www.dukeldis.com.tr/contact.html,902126508055.0,"Yunusemre Mahallesi Adem Yavuz Caddesi, 1403/1. Sk. No1-3/10, 34000 Sultangazi/İstanbul, Türkiye"
Via Dental Clinic Sultangazi Diş Hastanesi,iletisim@viadentalclinic.com,İstanbul,diş hekimleri,https://viadentalclinic.com/,908508118842.0,"Sultançiftliği Mah. Eski Edirne Asfaltı. Cad. B Blok apt:625\1A, 34265 Sultangazi/İstanbul, Türkiye"
Cebeci Ağız ve Diş Sağlığı Polikliniği,iletisim@cebecidisklinigi.com.tr,İstanbul,diş hekimleri,http://cebecidisklinigi.com.tr/,902124757580.0,"Cebeci, 1. Cebeci Yolu No:77-79/C, 34250 Sultangazi/İstanbul, Türkiye"
Diş Hekimi Tolga Şen,,İstanbul,diş hekimleri,http://www.dttolgasen.com/,905332532282.0,"Yeni Mahalle, Hacı Salihefendi Cd No:3 D:7b, 34250 Gaziosmanpaşa/İstanbul, Türkiye"
Dent-ar Ağız ve Diş Sağlığı Kliniği Esenyurt,info@dent-ar.com,İstanbul,diş hekimleri,https://www.dent-ar.com/,,"Piri Reis Mah. Necip Fazıl Kısakürek Cad Mahal İstanbul No:6 C Blok No:3, 34515, 34515 Esenyurt/İstanbul, Türkiye"
MeriDent Diş Polikliniği,bilgi@meridentklinik.com,İstanbul,diş hekimleri,https://www.meridentklinik.com/,902164233675.0,"Şifa, İnönü Cd. No:57/A, 34944 Tuzla/İstanbul, Türkiye"
SOLODENT DiŞ POLİKLİNİĞİ,info@dentsolo.com,İstanbul,diş hekimleri,http://www.dentsolo.com/,905067772577.0,"Mimar Sinan, Emiroğlu Cd. No:24/A, 34950 Tuzla/İstanbul, Türkiye"
Özel Büyükçekmece Ağız ve diş sağlığı polikliniği,nilsustoptanperakende@yahoo.com; waffledayscafe@gmail.com; aydin.sahinn@hotmail.com...; derinbarkodveetiket@hotmail.com; elifseo48@gmail.com; info@adanatelcit.net; mimaroba.sube@mngkargo.com.tr; info@buyukcekmecetarihiekmekicikoftecisi.com; webtasarimtechsocial@gmail.com; gezer@gezer.com; info@degisimjenerator.com,İstanbul,diş hekimleri,https://www.buyukcekmecerehberi.net/ozel-buyukcekmece-agiz-ve-dis-sagligi-poliklinigi.html,905365171718.0,"Fatih, Cengiz Topel Cd. No:49, 34900 Büyükçekmece/İstanbul, Türkiye"
"Dt. Ertuğrul Gazi Bulut, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/ertugrul-gazi-bulut/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=256386&utm_content=website,,"Fatih, Adnan Kahveci Blv. No:18/A, 34500 Büyükçekmece/İstanbul, Türkiye"
"Dt. Mert Mengeloğlu, Diş Hekimi",iletisim@docplanner.com; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/mert-mengeloglu/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=256307&utm_content=website,,"Fatih, Adnan Kahveci Blv. no:18A, 34500 Büyükçekmece/İstanbul, Türkiye"
Istanbul Orthodontic Dental Clinic,istanbulortodonti@hotmail.com,İstanbul,diş hekimleri,http://www.istanbulortodonti.com.tr/,902128560437.0,"Adnan Kahveci, 13 Beyaz Vadi Apt. No:12 Kat:1, Anadolu Cd., 34528 Beylikdüzü/İstanbul, Türkiye"
Beyaz Işık Diş Polikliniği Beylikdüzü,info@beyazisik.com,İstanbul,diş hekimleri,https://www.beyazisik.com/,905416992412.0,"Cumhuriyet, Nadir Sokağı No:1 iç kapı no 14, 34515 Beylikdüzü/İstanbul, Türkiye"
İAÜ Dentaydın Diş Hastanesi Büyükçekmece Yerleşkesi,,İstanbul,diş hekimleri,http://www.dentaydin.com/,,"Fatih, Rıza Küçükoğlupaşa Cd. No: 34, 34522 Büyükçekmece/İstanbul, Türkiye"
Salt Dental Clinic,,İstanbul,diş hekimleri,http://www.saltdentalclinic.com/,902167846470.0,"Yayla Mah. Vatan Cad. Ekşioğlu Vizyonpark A1 72/2, D:2, 34944 Tuzla/İstanbul, Türkiye"
Tuzla Bembeyaz Ağız ve Diş Sağlığı Polikliniği,tuzla@bembeyazdis.com; kurtkoy@bembeyazdis.com,İstanbul,diş hekimleri,http://www.bembeyazdis.com/,908505225341.0,"İstasyon, Fevzi Çakmak Cd. 121/A, 34940 Tuzla/İstanbul, Türkiye"
Avrupa Saglik Grubu Agiz Ve Dis Sagligi Merkezi,info@avrupasaglikdis.com,İstanbul,diş hekimleri,http://www.avrupasaglikdis.com/,902126403838.0,"Kocatepe Mahallesi Kocatepe cad, 32. Sk. No:34/C, 34045 Bayrampaşa/İstanbul, Türkiye"
Diş Konağı Ağız ve Diş Sağlığı Polikliniği,info@diskonagi.com,İstanbul,diş hekimleri,https://diskonagi.com/,902126302002.0,"Güneşli, Cumhuriyet Cd. No: 20A, 34212 Bağcılar/İstanbul, Türkiye"
Diş Hekimi Selda Doğan,info@dtseldadogan.com,İstanbul,diş hekimleri,https://dtseldadogan.com/,902128920103.0,"Hürriyet, Gazi Osman Paşa Cd. No:48/1, 34209 Bağcılar/İstanbul, Türkiye"
Diş Hekimi Kadir Koğuk,,İstanbul,diş hekimleri,http://www.dishekimikadirkoguk.com/,905552081032.0,"Menderes, Atışalanı Cd. no:49 kat:2, 34225 Esenler/İstanbul, Türkiye"
Bagcilar Hospitadent Dental Hospital,,İstanbul,diş hekimleri,http://hospitadent.com/,902126512000.0,"Mahmutbey Caddesi No:204 Ateştuğla, 34218 Bağcılar, Türkiye"
Dr. Öğr. Üyesi Ceylan Güzel,info@doktorsitesi.com; ik@doktorsitesi.com; kvkk@doktorsitesi.com,İstanbul,diş hekimleri,https://www.doktorsitesi.com/dt-ceylan-guzel/dis-hekimi/istanbul,908508113274.0,"Göztepe, TEM Avrupa Otoyolu Göztepe Çıkışı, No: D:1, 34000 Bağcılar/İstanbul, Türkiye"
Doktordiş Ağız ve Diş Sağlığı Polikliniği,iletisim@doktordis.com; email@doktordis.com,İstanbul,diş hekimleri,http://www.doktordis.com/,902124450454.0,"Demirkapı Mh, No:12, Maslak Cd., 34214 Bağcılar/İstanbul, Türkiye"
Fixdent,,İstanbul,diş hekimleri,http://fixdent.clinic/,905377074567.0,"Barbaros Hayrettin Paşa, 1995. Sk., 34515 Esenyurt/İstanbul, Türkiye"
Rehab Clinic,info@rehabclinictr.com,İstanbul,diş hekimleri,https://rehabclinictr.com/,905010977516.0,"Adnan Kahveci, İstanbul Cd, 34500 Beylikdüzü/İstanbul, Türkiye"
Karaca Ağız ve Diş Tedavisi Merkezi Beykent,info@example.com,İstanbul,diş hekimleri,https://www.karacadis.com/,905334016803.0,"Adnan Kahveci, Alemdağ Cd. No:2/5/90, 34520 Beylikdüzü/İstanbul, Türkiye"
Doktor Öğretim Üyesi Ortodonti Uzmanı Demet Yenidede,,İstanbul,diş hekimleri,http://demetyenidede.com.tr/,905518813383.0,"Cumhuriyet, Beykent Üniversitesi Diş Hekimliği Fakültesi, Turgut Özal Bv, 34500 Büyükçekmece/İstanbul, Türkiye"
Hayriye Esen Yalaz Diş Kliniği,,İstanbul,diş hekimleri,http://hayriyeyalaz.com/,905012111991.0,"Soğanlık Yeni, Orta mahalle, Tiryaki Hasanpaşa Sk. 2/5, 34880 Kartal/İstanbul, Türkiye"
212 Dental Oral and Dental Health Clinic,info@dis212.com.tr; dis212randevu@gmail.com,İstanbul,diş hekimleri,https://www.dis212.com.tr/,,"Yenidoğan, Abdi İpekçi Cd. No:55, 34030 Bayrampaşa/İstanbul, Türkiye"
Özel Avrupa UBK Ağız ve Diş Sağlığı Polikliniği,info@avrupaubkdental.com,İstanbul,diş hekimleri,https://avrupaubkdental.com/,905443103334.0,"Terazidere, Esenler Cd. 148 A, 34035 Bayrampaşa/İstanbul, Türkiye"
Özel Batu Ağız ve Diş Sağlığı Polikliniği,info@batudent.com,İstanbul,diş hekimleri,https://www.batudent.com/,902125556099.0,"Bahçelievler, Bozkır Sk. No:3, 34180 Bahçelievler/İstanbul, Türkiye"
Doç. Dr. Hilal Ekşi Özsoy - Uzman Diş Hekimi,,İstanbul,diş hekimleri,https://www.hilaleksi.com/,905102226190.0,"Bahçelievler, Ömür Sk. No:19 D:2, 34180 Bahçelievler/İstanbul, Türkiye"
ESDENTA Diş Hekimi Ervin Umer ve Sevdiye Umer,info@ervinumer.com,İstanbul,diş hekimleri,http://ervinumer.com/,905301333486.0,"Haznedar, Altıntaş Sk. 2A, 34160 Güngören/İstanbul, Türkiye"
Özel Vera Diş Ağız ve Diş Sağlığı Polikliniği,info@veradenthospital.com,İstanbul,diş hekimleri,http://www.veradenthospital.com/,902126284488.0,"Birlik, 835. Sk. No:4/A, 34220 Esenler/İstanbul, Türkiye"
"Dt. Fırat Karademir, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/firat-karademir/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=243885&utm_content=website,,"Kocasinan Merkez Mah, Mahmutbey Cd. No:331/A, 34100 Bahçelievler/İstanbul, Türkiye"
Diş Hekimi Feride Şahin,filler@godaddy.com,İstanbul,diş hekimleri,https://feridesahin.com/,902126992020.0,"İsmet Paşa, gün ışığı sitesi, Kenar Sokağı j1 blok NO: 4CG, 34035 Bayrampaşa/İstanbul, Türkiye"
"Uzm. Dt. Yıldız Arslan, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/yildiz-arslan-2/dis-hekimi-protetik-dis-tedavisi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=272301&utm_content=website,,"Güneşli, Cumhuriyet Cd. No:20-A, 34212 Bağcılar/İstanbul, Türkiye"
Special Bagcilar Oral and Dental Health Clinic,info@bagcilardis.com; serkasaglik@hs02.kep.tr; info@bagcilardis.com.; kvkk@bagcilardis.com; support@flexcodes.net,İstanbul,diş hekimleri,http://www.bagcilardis.com/,902124350410.0,"Merkez, İstanbul Cd. No:10, 34200 Bağcılar/İstanbul, Türkiye"
Özel Kirazlı Ağız ve Diş Sağlığı Polikliniği,,İstanbul,diş hekimleri,http://www.kirazlidis.com/,902125152299.0,"Kirazlı, Mahmutbey Cd. No:134, 34210 Bağcılar/İstanbul, Türkiye"
Batıdent Ağız ve Diş Sağlığı Polikliniği,info@batident.com,İstanbul,diş hekimleri,http://www.batident.com/,,"Fevzi Çakmak, Güventaş İş Merkezi, 759. Sokak, 34255 Gaziosmanpaşa/İstanbul, Türkiye"
Private Ata Oral and Maxillofacial Clinic,atadis@info.com.tr; info@atadis.com.tr,İstanbul,diş hekimleri,http://www.atadisklinigi.com.tr/,902126491078.0,"Yıldırım, Eski Edirne Asf. No:331, 34045 Bayrampaşa/İstanbul, Türkiye"
Diş Hekimi Kemal Ömür,homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/kemal-omur/dis-hekimi/gaziosmanpasa,902126157776.0,"Hürriyet, Eski Edirne Asf. No:104, 34250 Gaziosmanpaşa/İstanbul, Türkiye"
İstanbul Uzman Dental Ağız ve Diş Sağlığı Polikliniği,bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com; istanbuluzmandental@gmail.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,İstanbul,diş hekimleri,http://www.istanbuluzmandental.com/,902126343401.0,"Yavuz Selim, Birlik Cd. No:15/A, 34203 Bağcılar/İstanbul, Türkiye"
AYDINLI ASBE AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ,kurtkoy@asbedis.com; info@asbedis.com; guzelyali@asbedis.com,İstanbul,diş hekimleri,http://www.asbedis.com/,902167844090.0,"Aydınlı, Dersaadet Cd. No:24C, 34953 Tuzla/İstanbul, Türkiye"
EVEREST AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; eposta@ornek.com; everestdisklinik@gmail.com,İstanbul,diş hekimleri,http://www.everestdisklinik.com.tr/,905493938150.0,"AYDINLI MAH. GÜRPINAR CAD. NO: A40, 34953 Tuzla/İstanbul, Türkiye"
"Dt. Özkan Keskin, Diş Hekimi",iletisim@docplanner.com; user@domain.com.; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/ozkan-keskin/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=143422&utm_content=website,,"Kurtköy, Prestij Sk No:9/A, 34912 Pendik/İstanbul, Türkiye"
Dr. Dt. Mehmet Ali Karabel Özel Avrupa Sağlık Ağız ve Diş Sağlığı Polikliniği,iletisim@docplanner.com; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/mehmet-ali-karabel/ortodonti-dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=234110,,"Kocatepe, Kocatepe Cd. 32. Sokak No:34, 34045 Bayrampaşa/İstanbul, Türkiye"
Diş Hekimi Tugay Hüseyin,,İstanbul,diş hekimleri,https://estetikdis.com/,902125671206.0,"Yenidoğan, Numunebağ Caddesi, Özgür Sk. No:2 D:3, 34030 Bayrampaşa/İstanbul, Türkiye"
Diş Hekimi Dr. Deniz Başaran,homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/deniz-basaran/dis-hekimi-agiz-dis-ve-cene-cerrahisi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=132234&utm_content=post_book_now,902124381525.0,"Oruçreis Mahallesi, Tekstilkent Caddesi A22 Blok No:42, 34235 Esenler/İstanbul, Türkiye"
"Dt. Rojbin Düzenci , Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/rojbin-duzenci/dis-hekimi/istanbul,905303250520.0,"Yenimahalle Mah. İstanbul Cad, General Kani Elitez Sk. No: 1, 34142 Bakırköy/İstanbul, Türkiye"
Periodontoloji | Yrd. Doç. Dr. Kenan Nazaroğlu | Diş Eti Hastalıkları | Periodontoloji Uzmanı,info@periodent.net,İstanbul,diş hekimleri,https://www.drnazaroglu.com/,905309248839.0,"Molla Gürani, Turgut Özal Millet Cd 108 kat:2, 34093 Fatih/İstanbul, Türkiye"
Diş Hekimi Vehbi Zafer,vzclinique@gmail.com,İstanbul,diş hekimleri,http://www.vehbizafer.com/,902125713616.0,"Büyük Yalı, Kazlıçeşme Mahallesi, Fişekhane, Kennedy Cad. No:52, 34030 Zeytinburnu, Türkiye"
Eren ORĞUN Diş Hekimi,dishekimi@erenorgun.com,İstanbul,diş hekimleri,http://www.erenorgun.com/,902125711786.0,"Kartaltepe, Kardeşler Apartmanı No 7 Daire 3, Avniye Sk., 34145 Bakırköy/İstanbul, Türkiye"
"Dt. İrem Özkan Adak, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/irem-ozkan-adak/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=268373&utm_content=website,,"19 Mayıs mahallesi, D100 no:1087, 34500 Zeytinburnu/İstanbul, Türkiye"
SELAM AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ,,İstanbul,diş hekimleri,http://www.selamdentalclinic.com/,905521899212.0,"Akşemsettin, Akdeniz Cd. Kamer İş Merkezi No: 99B, 34080 Fatih/İstanbul, Türkiye"
Maksident Ağız ve Diş Sağlığı Polikliniği,info@maksident.com; bilgi@maksident.com,İstanbul,diş hekimleri,http://www.maksident.com/,905078487648.0,"Taşdelen, Turgut Özal Cd. No:139/1, 34788 Çekmeköy/İstanbul, Türkiye"
"Dt. Beytullah Gülsoy, Diş Hekimi",iletisim@docplanner.com; user@domain.com.; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/beytullah-gulsoy/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=145322&utm_content=website,908503338344.0,"Güngören, Turgut Özal Cd. No:57, 34785 Çekmeköy/İstanbul, Türkiye"
Klinika Dent,info@klinikadent.com,İstanbul,diş hekimleri,http://www.klinikadent.com/,,"Taşdelen, Turgut Özal Cd. No:149 D:A, 34788 Çekmeköy/İstanbul, Türkiye"
Özel Kür Ağız ve Diş Sağlığı Polikliniği,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; curedentclinic@gmail.com,İstanbul,diş hekimleri,https://www.curedentclinic.com/,905074050607.0,"Meclis, Fevzi Çakmak Cd. no:1/J, 34785 Sancaktepe/İstanbul, Türkiye"
